id,frequency,start_time,end_time,metric_name,aggregation,value,geometry_id,is_holiday,is_valid,is_working,hierarchy_id,portfolio_id,data_source_id
10000067,hourly,2025-06-01 00:00:00.000 +0100,2025-06-01 00:59:59.000 +0100,flow_rate,mean,644.0945,9106,False,True,True,,9000,1
10000068,hourly,2025-06-01 00:00:00.000 +0100,2025-06-01 00:59:59.000 +0100,flow_rate,max,657.0486,9106,False,True,True,,9000,1
10000069,hourly,2025-06-01 00:00:00.000 +0100,2025-06-01 00:59:59.000 +0100,energy_consumption,min,146.1017,9106,False,True,True,,9000,1
10000070,hourly,2025-06-01 00:00:00.000 +0100,2025-06-01 00:59:59.000 +0100,energy_consumption,mean,149.8377,9106,False,True,True,,9000,1
10000071,hourly,2025-06-01 00:00:00.000 +0100,2025-06-01 00:59:59.000 +0100,energy_consumption,max,152.4287,9106,False,True,True,,9000,1
10000072,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,min,179.3105,9102,False,True,True,,9000,1
10000073,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,mean,180.9986,9102,False,True,True,,9000,1
10000074,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,max,183.0418,9102,False,True,True,,9000,1
10000075,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,min,4.1591,9102,False,True,True,,9000,1
10000076,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,mean,4.3057,9102,False,True,True,,9000,1
10000077,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,max,4.4517,9102,False,True,True,,9000,1
10000078,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,min,355.5791,9102,False,True,True,,9000,1
10000079,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,mean,369.8991,9102,False,True,True,,9000,1
10000080,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,max,382.894,9102,False,True,True,,9000,1
10000081,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,min,96.5993,9102,False,True,True,,9000,1
10000082,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,mean,98.0581,9102,False,True,True,,9000,1
10000083,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,max,99.5251,9102,False,True,True,,9000,1
10000084,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,min,7.1462,9102,False,True,True,,9000,1
10000085,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,mean,7.1644,9102,False,True,True,,9000,1
10000086,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,max,7.1876,9102,False,True,True,,9000,1
10000087,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,min,204.8587,9102,False,True,True,,9000,1
10000088,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,mean,206.3505,9102,False,True,True,,9000,1
10000089,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,max,207.8817,9102,False,True,True,,9000,1
10000090,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,min,173.9706,9103,False,True,True,,9000,1
10000091,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,mean,175.7404,9103,False,True,True,,9000,1
10000092,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,max,178.5634,9103,False,True,True,,9000,1
10000093,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,min,3.9425,9103,False,True,True,,9000,1
10000094,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,mean,4.0369,9103,False,True,True,,9000,1
10000095,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,max,4.1783,9103,False,True,True,,9000,1
10000096,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,min,344.2916,9103,False,True,True,,9000,1
10000097,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,mean,352.1125,9103,False,True,True,,9000,1
10000098,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,co2,max,359.4202,9103,False,True,True,,9000,1
10000099,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,min,91.4269,9103,False,True,True,,9000,1
10000100,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,mean,92.8234,9103,False,True,True,,9000,1
10000101,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,max,93.7953,9103,False,True,True,,9000,1
10000102,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,min,7.2376,9103,False,True,True,,9000,1
10000103,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,mean,7.2582,9103,False,True,True,,9000,1
10000104,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,ph,max,7.2774,9103,False,True,True,,9000,1
10000105,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,min,188.4635,9103,False,True,True,,9000,1
10000106,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,mean,191.0849,9103,False,True,True,,9000,1
10000107,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,max,193.2115,9103,False,True,True,,9000,1
10000108,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,min,54.2056,9104,False,True,True,,9000,1
10000109,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,mean,55.1596,9104,False,True,True,,9000,1
10000110,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,max,56.2347,9104,False,True,True,,9000,1
10000111,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,min,1.9773,9104,False,True,True,,9000,1
10000112,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,mean,2.0309,9104,False,True,True,,9000,1
10000113,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,max,2.1015,9104,False,True,True,,9000,1
10000114,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,min,272.6706,9104,False,True,True,,9000,1
10000115,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,mean,278.3618,9104,False,True,True,,9000,1
10000116,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,max,284.9826,9104,False,True,True,,9000,1
10000117,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,min,63.5463,9104,False,True,True,,9000,1
10000118,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,mean,65.3986,9104,False,True,True,,9000,1
10000119,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,max,67.0985,9104,False,True,True,,9000,1
10000120,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,min,108.8467,9105,False,True,True,,9000,1
10000121,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,mean,110.4978,9105,False,True,True,,9000,1
10000122,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,max,111.9701,9105,False,True,True,,9000,1
10000123,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,min,1.4864,9105,False,True,True,,9000,1
10000124,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,mean,1.5265,9105,False,True,True,,9000,1
10000125,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,max,1.5833,9105,False,True,True,,9000,1
10000126,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,min,73.9216,9105,False,True,True,,9000,1
10000127,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,mean,75.8286,9105,False,True,True,,9000,1
10000128,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,max,76.8938,9105,False,True,True,,9000,1
10000129,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,min,253.4855,9105,False,True,True,,9000,1
10000130,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,mean,256.1655,9105,False,True,True,,9000,1
10000131,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,max,259.0449,9105,False,True,True,,9000,1
10000132,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,min,149.162,9106,False,True,True,,9000,1
10000133,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,mean,150.6991,9106,False,True,True,,9000,1
10000134,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,temperature,max,151.6911,9106,False,True,True,,9000,1
10000135,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,min,5.3511,9106,False,True,True,,9000,1
10000136,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,mean,5.5494,9106,False,True,True,,9000,1
10000137,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,pressure,max,5.6874,9106,False,True,True,,9000,1
10000138,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,min,646.3626,9106,False,True,True,,9000,1
10000139,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,mean,659.2578,9106,False,True,True,,9000,1
10000140,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,flow_rate,max,674.9393,9106,False,True,True,,9000,1
10000141,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,min,146.5962,9106,False,True,True,,9000,1
10000142,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,mean,150.9301,9106,False,True,True,,9000,1
10000143,hourly,2025-06-01 01:00:00.000 +0100,2025-06-01 01:59:59.000 +0100,energy_consumption,max,154.8526,9106,False,True,True,,9000,1
10000144,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,min,179.8125,9102,False,True,True,,9000,1
10000145,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,mean,181.4316,9102,False,True,True,,9000,1
10000146,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,max,183.9289,9102,False,True,True,,9000,1
10000147,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,min,4.2669,9102,False,True,True,,9000,1
10000148,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,mean,4.3764,9102,False,True,True,,9000,1
10000149,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,max,4.532,9102,False,True,True,,9000,1
10000150,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,min,361.9752,9102,False,True,True,,9000,1
10000151,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,mean,372.4568,9102,False,True,True,,9000,1
10000152,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,max,383.6558,9102,False,True,True,,9000,1
10000153,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,min,97.7252,9102,False,True,True,,9000,1
10000154,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,mean,98.279,9102,False,True,True,,9000,1
10000155,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,max,98.8803,9102,False,True,True,,9000,1
10000156,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,min,7.1452,9102,False,True,True,,9000,1
10000157,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,mean,7.1697,9102,False,True,True,,9000,1
10000158,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,max,7.1881,9102,False,True,True,,9000,1
10000159,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,min,205.5945,9102,False,True,True,,9000,1
10000160,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,mean,206.9459,9102,False,True,True,,9000,1
10000161,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,max,208.8797,9102,False,True,True,,9000,1
10000162,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,min,175.3307,9103,False,True,True,,9000,1
10000163,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,mean,176.8375,9103,False,True,True,,9000,1
10000164,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,max,178.111,9103,False,True,True,,9000,1
10000165,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,min,3.9623,9103,False,True,True,,9000,1
10000166,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,mean,4.0674,9103,False,True,True,,9000,1
10000167,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,max,4.1463,9103,False,True,True,,9000,1
10000168,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,min,337.4762,9103,False,True,True,,9000,1
10000169,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,mean,352.3921,9103,False,True,True,,9000,1
10000170,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,co2,max,360.0789,9103,False,True,True,,9000,1
10000171,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,min,91.9277,9103,False,True,True,,9000,1
10000172,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,mean,93.2706,9103,False,True,True,,9000,1
10000173,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,max,94.6672,9103,False,True,True,,9000,1
10000174,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,min,7.2404,9103,False,True,True,,9000,1
10000175,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,mean,7.2611,9103,False,True,True,,9000,1
10000176,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,ph,max,7.2811,9103,False,True,True,,9000,1
10000177,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,min,189.8438,9103,False,True,True,,9000,1
10000178,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,mean,192.0366,9103,False,True,True,,9000,1
10000179,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,energy_consumption,max,193.6539,9103,False,True,True,,9000,1
10000180,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,min,54.9606,9104,False,True,True,,9000,1
10000181,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,mean,55.7509,9104,False,True,True,,9000,1
10000182,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,temperature,max,57.1359,9104,False,True,True,,9000,1
10000183,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,min,1.9809,9104,False,True,True,,9000,1
10000184,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,mean,2.0481,9104,False,True,True,,9000,1
10000185,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,pressure,max,2.1287,9104,False,True,True,,9000,1
10000186,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,min,275.7006,9104,False,True,True,,9000,1
10000187,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,mean,282.0281,9104,False,True,True,,9000,1
10000188,hourly,2025-06-01 02:00:00.000 +0100,2025-06-01 02:59:59.000 +0100,flow_rate,max,291.6856,9104,False,True,True,,9000,1
